number_of_bathrooms,number_of_bedrooms,total_livable_area,total_area,sale_price,sale_date,central_air,year_built,shape,location,log_sale_price
1,3,1004,734,141000,2024-07-16T04:00:00Z,Y,1920,SRID=2272;POINT(2685209.53223403 229342.669122549),1526 S MYRTLEWOOD ST,11.856515169360305
1,3,1062,3136,326000,2024-07-10T04:00:00Z,Y,1957,SRID=2272;POINT(2716467.57098174 278979.387492674),1007 HARTEL AVE,12.694652660348845
2,2,962,1,400000,2024-07-12T04:00:00Z,Y,1900,SRID=2272;POINT(2695184.29028351 236788.234576414),1027-31 ARCH ST,12.89921982609012
1,3,1138,775,50000,2024-07-12T04:00:00Z,NA,1960,SRID=2272;POINT(2672117.12924065 240516.12369776),248 N SALFORD ST,10.819778284410283
1,3,1200,974,20000,2024-07-16T04:00:00Z,NA,1920,SRID=2272;POINT(2700607.60866389 252292.168646803),304 W INDIANA AVE,9.903487552536127
1,3,1134,1588,200000,2024-07-16T04:00:00Z,Y,1950,SRID=2272;POINT(2684779.42391827 227551.496078577),1906 S 30TH ST,12.206072645530174
1,3,1146,1309,163000,2024-06-24T04:00:00Z,N,1935,SRID=2272;POINT(2722692.92801016 260907.719938912),4727 BENNER ST,12.0015054797889
2,3,960,984,299900,2024-07-09T04:00:00Z,Y,1925,SRID=2272;POINT(2674631.17464686 235259.86191997),545 S YEWDALL ST,12.6112043647371
1,5,1824,2477,320000,2024-07-08T04:00:00Z,Y,1925,SRID=2272;POINT(2680215.0637686 261550.505240643),5450 RIDGE AVE,12.676076274775909
1,3,1140,878,312500,2024-07-11T04:00:00Z,Y,1920,SRID=2272;POINT(2696421.2972551 224889.578632773),423 JACKSON ST,12.652359748158593
2,3,1498,2900,370000,2024-07-16T04:00:00Z,Y,1958,SRID=2272;POINT(2731942.71589513 288550.688428415),9946 WINGTIP RD,12.821258284620408
1,3,1206,1825,350000,2024-07-02T04:00:00Z,N,1955,SRID=2272;POINT(2679498.12734735 264714.100357927),5937 HOUGHTON ST,12.765688433465597
2,3,1110,893,64000,2024-07-16T04:00:00Z,NA,1935,SRID=2272;POINT(2699246.11846874 258520.064985644),4028 N 8TH ST,11.06663836234181
1,4,1446,1590,125000,2024-06-20T04:00:00Z,N,1939,SRID=2272;POINT(2692738.21881287 255937.788819923),2126 W ESTAUGH ST,11.736069016284437
1,3,948,885,125000,2024-07-12T04:00:00Z,NA,1925,SRID=2272;POINT(2689071.85992467 244722.60605178),1320 N 26TH ST,11.736069016284437
1,1,777,1,325000,2024-07-02T04:00:00Z,Y,1980,SRID=2272;POINT(2697150.94179927 233931.365938422),241 S 6TH ST,12.691580461311874
1,3,1456,1548,168000,2024-07-12T04:00:00Z,N,1905,SRID=2272;POINT(2696933.07287927 270028.843348701),1623 W CHAMPLOST AVE,12.031719258385396
2,3,1600,1453,445000,2024-07-12T04:00:00Z,Y,2005,SRID=2272;POINT(2672920.16542606 266221.757886095),100 PARKER AVE,13.005829561148378
2,3,1440,760,649610,2024-06-11T04:00:00Z,Y,1900,SRID=2272;POINT(2694795.86164105 233132.075985618),1029 LOMBARD ST,13.384127461799787
1,3,1000,882,187000,2024-07-11T04:00:00Z,Y,1925,SRID=2272;POINT(2680022.70136929 242831.02195762),1021 PALLAS ST,12.138863895836725
1,4,2530,6820,186000,2023-12-12T05:00:00Z,N,1950,SRID=2272;POINT(2689289.26871104 268768.147242759),231 HIGH ST,12.133501952695338
0,0,3420,24633,750000,2024-07-15T04:00:00Z,NA,2001,SRID=2272;POINT(2724604.54929842 290910.742638229),830 GINA DR,13.527828485512494
1,3,1440,1280,180000,2024-06-28T04:00:00Z,N,1925,SRID=2272;POINT(2675012.72062579 236727.653018973),5352 IRVING ST,12.100712129872347
1,2,660,1237,120000,2024-07-10T04:00:00Z,N,1945,SRID=2272;POINT(2719609.84783043 260288.340913831),5325 JACKSON ST,11.695247021764184
1,3,700,546,70000,2024-07-15T04:00:00Z,N,1920,SRID=2272;POINT(2699358.00515485 253924.870266495),620 W TUSCULUM ST,11.156250521031495
2,3,1620,4675,485000,2024-07-16T04:00:00Z,N,1925,SRID=2272;POINT(2686968.5038737 278282.694698913),621 E MOUNT AIRY AVE,13.091904169919621
2,3,1266,818,230000,2024-07-03T04:00:00Z,Y,1950,SRID=2272;POINT(2696301.84220885 260297.157812677),4248 N 15TH ST,12.345834587905333
1,3,1188,1380,215000,2024-07-16T04:00:00Z,N,1950,SRID=2272;POINT(2718607.15706939 269463.882091304),6710 SOUDER ST,12.2783933071098
1,3,1062,938,208900,2024-07-15T04:00:00Z,Y,1925,SRID=2272;POINT(2672339.46937687 235221.306601043),5807 PEMBERTON ST,12.249610947544657
1,0,415,1,170000,2024-07-02T04:00:00Z,Y,1973,SRID=2272;POINT(2696743.56575437 233862.109699858),604-36 S WASHINGTON SQ,12.043553716032399
1,3,1124,1200,65000,2024-07-12T04:00:00Z,NA,1940,SRID=2272;POINT(2680463.49056184 231273.890082384),4834 PASCHALL AVE,11.082142548877775
1,3,1372,1296,210000,2024-07-12T04:00:00Z,N,1935,SRID=2272;POINT(2701391.39445212 264726.31928836),514 W DUNCANNON AVE,12.254862809699606
1,3,1212,1361,30500,2024-07-12T04:00:00Z,Y,1925,SRID=2272;POINT(2699749.94758388 257922.914467751),3934 N MARSHALL ST,10.325481962595504
1,3,1024,934,65000,2024-03-15T04:00:00Z,N,1925,SRID=2272;POINT(2708658.8787493 256691.058916902),3931 ELSINORE ST,11.082142548877775
1,3,1290,1305,188000,2024-06-25T04:00:00Z,N,1925,SRID=2272;POINT(2709629.43256057 256186.283593149),1240 E PIKE ST,12.144197241812087
1,3,1552,960,569000,2024-07-08T04:00:00Z,Y,1925,SRID=2272;POINT(2690399.24898045 231703.593248613),1916 MONTROSE ST,13.251635713108469
1,3,1136,806,345000,2024-06-26T04:00:00Z,Y,1920,SRID=2272;POINT(2691473.63684731 225738.683030922),2125 S HICKS ST,12.751299696013497
1,1,811,1,267500,2024-07-09T04:00:00Z,Y,1900,SRID=2272;POINT(2699199.98407723 235560.37067856),11-15 N 2ND ST,12.496874845318198
1,4,1728,2000,120000,2024-07-12T04:00:00Z,NA,1940,SRID=2272;POINT(2716731.54347767 256421.818875555),4556 STILES ST,11.695247021764184
1,3,1042,672,430000,2024-06-21T04:00:00Z,Y,1923,SRID=2272;POINT(2689016.32900546 243020.925638062),834 N BAMBREY ST,12.971540487669746
1,3,1120,672,205000,2024-07-15T04:00:00Z,N,1920,SRID=2272;POINT(2687943.33667513 225460.233328645),2304 S HEMBERGER ST,12.230765258120545
3,3,2160,1044,875000,2024-07-12T04:00:00Z,Y,1995,SRID=2272;POINT(2692646.66768614 240429.118184181),1704 GREEN ST,13.681979165339751
1,3,1280,1041,348000,2024-07-01T04:00:00Z,N,1930,SRID=2272;POINT(2674691.49082399 264038.391209627),152 LEVERINGTON AVE,12.759957758756611
1,3,1080,2503,249000,2024-06-11T04:00:00Z,Y,1925,SRID=2272;POINT(2670605.83535617 219827.784538606),2520 S 76TH ST,12.425208175446844
1,2,750,675,224900,2024-07-12T04:00:00Z,Y,1920,SRID=2272;POINT(2697844.4701497 226095.455709149),150 SIGEL ST,12.323411137947407
1,3,1404,991,333000,2024-06-27T04:00:00Z,Y,1900,SRID=2272;POINT(2675669.18191595 263841.087155703),216 BALDWIN ST,12.71589776896258
1,3,1200,1050,212000,2024-07-09T04:00:00Z,N,1953,SRID=2272;POINT(2703876.60407621 270242.049561527),187 W GODFREY AVE,12.26434155365415
1,2,962,552,250000,2024-07-10T04:00:00Z,Y,1920,SRID=2272;POINT(2701488.64929209 246084.931325407),1912 HOPE ST,12.429216196844383
1,3,1140,1390,175000,2024-07-08T04:00:00Z,N,1950,SRID=2272;POINT(2699660.90984152 257963.086650958),3939 N 7TH ST,12.072541252905651
0,0,1698,6600,405000,2024-07-08T04:00:00Z,NA,1962,SRID=2272;POINT(2729804.35349407 286101.830871656),2040 LOTT AVE,12.911642346088676
2,3,1200,990,455000,2024-05-22T04:00:00Z,Y,2007,SRID=2272;POINT(2696482.47363482 226749.949621272),1731 S 5TH ST,13.028052697933088
1,2,864,649,161250,2024-07-01T04:00:00Z,Y,1960,SRID=2272;POINT(2696969.60584765 226629.520526565),1744 S ORIANNA ST,11.990711234658018
2,6,2394,1551,570000,2024-07-08T04:00:00Z,N,1930,SRID=2272;POINT(2685803.89455273 239126.817157434),327 N 34TH ST,13.253391639810733
1,3,1204,795,130000,2024-05-15T04:00:00Z,N,1920,SRID=2272;POINT(2696856.767973 223431.036619923),313 PORTER ST,11.77528972943772
2,3,1078,930,215000,2024-07-12T04:00:00Z,N,1940,SRID=2272;POINT(2712676.29855408 265301.054937255),922 MARCELLA ST,12.2783933071098
2,3,1327,1480,235000,2024-07-08T04:00:00Z,N,1940,SRID=2272;POINT(2708744.11944771 263605.786532955),5139 PENNWAY ST,12.367340793126296
1,3,1218,1297,120000,2024-07-09T04:00:00Z,N,1920,SRID=2272;POINT(2671182.22722964 223417.925275382),7134 YOCUM ST,11.695247021764184
3,4,1952,5100,490000,2024-06-17T04:00:00Z,N,1925,SRID=2272;POINT(2686640.33599848 277873.853374255),527 E MOUNT AIRY AVE,13.102160670086809
2,4,1650,1491,220000,2024-07-12T04:00:00Z,N,1950,SRID=2272;POINT(2705383.49347042 264547.203236402),5232 C ST,12.301382825334498
1,3,1204,1017,57500,2024-07-12T04:00:00Z,N,1920,SRID=2272;POINT(2707048.83407795 253428.345198611),853 E CORNWALL ST,10.959540226785442
2,3,1811,6251,455000,2024-07-15T04:00:00Z,Y,1960,SRID=2272;POINT(2724948.11415722 273186.333038008),7710 REVERE ST,13.028052697933088
2,3,1086,2158,215000,2024-07-12T04:00:00Z,N,1950,SRID=2272;POINT(2710728.74953197 271833.141197088),462 ROBBINS ST,12.2783933071098
1,3,1048,1472,284000,2024-06-27T04:00:00Z,N,1941,SRID=2272;POINT(2686261.80021865 258810.980716373),3315 TILDEN ST,12.556729517143344
1,3,1354,1744,197400,2024-06-24T04:00:00Z,N,1925,SRID=2272;POINT(2677040.14566781 253483.60642025),4412 SHERWOOD RD,12.192987405981519
1,2,940,987,145000,2024-07-13T04:00:00Z,N,1930,SRID=2272;POINT(2729812.56986877 266094.228322569),4727 VISTA ST,11.884489021402711
2,3,1078,1673,358000,2024-07-07T04:00:00Z,Y,1950,SRID=2272;POINT(2679205.63971139 263124.843960359),459 PENSDALE ST,12.788288265382837
1,4,1440,2099,250000,2024-07-09T04:00:00Z,N,1900,SRID=2272;POINT(2675627.70559465 266935.074221356),455 DELMAR ST,12.429216196844383
3,3,1944,928,585000,2024-06-25T04:00:00Z,Y,2017,SRID=2272;POINT(2689329.65939033 230375.207241969),2109 OAKFORD ST,13.279367126213993
1,2,811,1,250656,2024-07-12T04:00:00Z,Y,1900,SRID=2272;POINT(2694511.41616002 237713.172317976),224 N CAMAC ST,12.431836760166965
2,2,932,1,297335,2024-07-12T04:00:00Z,Y,1900,SRID=2272;POINT(2694511.41616002 237713.172317976),224 N CAMAC ST,12.602614728259493
2,2,932,1,297335,2024-07-12T04:00:00Z,Y,1900,SRID=2272;POINT(2694511.41616002 237713.172317976),224 N CAMAC ST,12.602614728259493
1,1,772,1,212420,2024-07-12T04:00:00Z,Y,1900,SRID=2272;POINT(2694511.41616002 237713.172317976),224 N CAMAC ST,12.26632072587553
2,2,1107,23740,454750,2024-05-31T04:00:00Z,Y,2024,SRID=2272;POINT(2701632.46574567 244224.538150546),1540 FRANKFORD AVE,13.027503096380368
2,3,2304,1344,375000,2024-06-21T04:00:00Z,Y,1960,SRID=2272;POINT(2693701.97309878 243457.952967113),1535-37 W FLORA ST,12.834681304952548
2,3,1440,1120,785000,2024-07-02T04:00:00Z,N,1876,SRID=2272;POINT(2689966.79658152 241858.722270919),2312 ASPEN ST,13.573438996764546
1,3,1354,672,280000,2024-06-28T04:00:00Z,Y,2024,SRID=2272;POINT(2688550.53649569 245287.464580278),1429 N MARSTON ST,12.542544882151386
1,0,388,1,91000,2024-07-08T04:00:00Z,Y,1900,SRID=2272;POINT(2693537.90939043 234458.577932379),1324 LOCUST ST,11.418614785498987
1,2,704,752,55000,2024-07-12T04:00:00Z,NA,1935,SRID=2272;POINT(2716003.92825845 260738.94544857),1647 FILLMORE ST,10.915088464214607
0,0,1896,992,350000,2024-06-11T04:00:00Z,N,1925,SRID=2272;POINT(2692757.28288001 225863.239564652),1245 SNYDER AVE,12.765688433465597
2,3,956,755,285000,2024-06-10T04:00:00Z,Y,1920,SRID=2272;POINT(2707724.31366032 249269.799091655),3021 TULIP ST,12.560244459250788
1,2,990,1949,177000,2024-06-27T04:00:00Z,N,1900,SRID=2272;POINT(2674983.48703242 266171.530940738),278 FOUNTAIN ST,12.083905011555967
2,3,1520,1828,260000,2024-07-15T04:00:00Z,N,1945,SRID=2272;POINT(2715260.17269335 266298.863304471),5909 CASTOR AVE,12.468436909997665
2,3,1826,2635,535000,2024-06-24T04:00:00Z,N,1925,SRID=2272;POINT(2682710.55573103 270563.725237222),7030 GREENE ST,13.190022025878143
2,3,1730,7628,545000,2024-07-10T04:00:00Z,Y,1958,SRID=2272;POINT(2731963.95878626 289453.222425208),9977 DUNGAN RD,13.208541073645382
2,3,1440,2750,358000,2024-06-18T04:00:00Z,Y,1972,SRID=2272;POINT(2724191.50556611 270090.508708573),2930 TEESDALE ST,12.788288265382837
3,3,1188,1575,300000,2024-05-24T04:00:00Z,Y,1920,SRID=2272;POINT(2693588.2851603 274857.117846072),1527 E WALNUT LN,12.611537753638338
1,3,1240,1219,125000,2024-07-12T04:00:00Z,N,1925,SRID=2272;POINT(2709562.85144281 253393.476000895),1927 E TIOGA ST,11.736069016284437
1,3,1446,1112,120000,2024-06-10T04:00:00Z,N,1930,SRID=2272;POINT(2702609.61253889 265275.488841625),259 W FISHER AVE,11.695247021764184
1,1,798,1,234942,2024-07-12T04:00:00Z,Y,1900,SRID=2272;POINT(2694511.41616002 237713.172317976),224 N CAMAC ST,12.367093954153425
2,3,1222,778,279990,2024-06-16T04:00:00Z,Y,2024,SRID=2272;POINT(2706562.29040305 249104.527276863),2213 E WILLIAM ST,12.542509167227902
1,3,1162,1520,43000,2024-05-23T04:00:00Z,N,1925,SRID=2272;POINT(2715072.06207282 263602.644363823),1209 PRATT ST,10.668955394675699
1,2,770,921,133000,2024-07-11T04:00:00Z,Y,1980,SRID=2272;POINT(2687697.61301951 225427.308647477),2311 S BONSALL ST,11.79810440720389
1,3,1384,1232,257000,2024-06-07T04:00:00Z,N,1925,SRID=2272;POINT(2693137.81225687 276646.589289204),1737 MAYLAND ST,12.456831363877356
2,3,1120,1488,260000,2024-07-03T04:00:00Z,Y,1950,SRID=2272;POINT(2720005.94657194 271983.87373723),7221 LARGE ST,12.468436909997665
1,4,1612,984,25000,2024-07-11T04:00:00Z,NA,1915,SRID=2272;POINT(2688233.33047595 250838.049185085),2421 N 30TH ST,10.126631103850338
1,2,1076,645,72500,2024-06-28T04:00:00Z,Y,1920,SRID=2272;POINT(2707779.20634023 249244.637467067),3026 AGATE ST,11.191341840842766
1,3,784,707,126000,2024-06-27T04:00:00Z,N,1923,SRID=2272;POINT(2686839.06460107 229991.149508667),2619 EARP ST,11.744037185933616
2,3,1401,2266,340000,2024-07-01T04:00:00Z,Y,1920,SRID=2272;POINT(2676945.38184708 254097.556909597),2826 BELMONT AVE,12.736700896592344
1,4,1194,900,85000,2024-06-27T04:00:00Z,N,1920,SRID=2272;POINT(2695019.9699589 270482.970698533),2023 CHURCH LN,11.350406535472453
1,2,850,1793,315000,2024-07-09T04:00:00Z,Y,1968,SRID=2272;POINT(2741964.93086942 283756.965391494),10862 RAYLAND RD,12.66032791780777
1,3,1528,1712,110000,2024-07-02T04:00:00Z,N,1925,SRID=2272;POINT(2673769.08981756 244006.531923224),1517 N 56TH ST,11.608235644774552
0,4,1986,1007,55000,2024-07-09T04:00:00Z,N,1939,SRID=2272;POINT(2694974.15195214 251910.594648347),1516 W GLENWOOD AVE,10.915088464214607
1,3,1110,750,111500,2024-06-27T04:00:00Z,N,1950,SRID=2272;POINT(2690416.54319791 271221.892537919),576 HERMAN ST,11.62177986988231
1,3,1140,1125,105000,2024-07-11T04:00:00Z,NA,1925,SRID=2272;POINT(2673286.13364853 244925.758901825),5626 HADDINGTON LN,11.56171562913966
1,4,1622,1215,105000,2024-07-11T04:00:00Z,NA,1925,SRID=2272;POINT(2673954.04290767 243206.850803792),5542 MASTER ST,11.56171562913966
1,3,1056,800,60000,2024-07-09T04:00:00Z,NA,1900,SRID=2272;POINT(2693777.19753879 270982.357828453),5534 MATTHEWS ST,11.002099841204238
1,2,896,1608,278000,2024-07-04T04:00:00Z,N,1955,SRID=2272;POINT(2679626.15911049 260954.012730955),331 SALAIGNAC ST,12.535376392672774
1,3,1252,1588,60000,2024-05-21T04:00:00Z,N,1940,SRID=2272;POINT(2715318.85783726 264286.325542292),5322 HORROCKS ST,11.002099841204238
1,3,932,884,215000,2024-07-10T04:00:00Z,Y,1925,SRID=2272;POINT(2671777.43072963 236444.516732029),5929 OSAGE AVE,12.2783933071098
2,3,1206,3118,250000,2024-07-09T04:00:00Z,Y,1920,SRID=2272;POINT(2711674.77408534 270183.553084812),6118 TABOR AVE,12.429216196844383
1,3,1260,1362,105000,2024-06-28T04:00:00Z,NA,1925,SRID=2272;POINT(2677321.14273137 232704.362945538),5106 WARRINGTON AVE,11.56171562913966
1,2,840,658,234750,2024-07-10T04:00:00Z,Y,1929,SRID=2272;POINT(2696507.94785437 225971.576407865),424 HOFFMAN ST,12.366276397070509
2,3,1260,1884,340000,2024-07-11T04:00:00Z,Y,1974,SRID=2272;POINT(2746263.38188819 289080.419275407),3723 VADER DR,12.736700896592344
1,3,1440,3635,365000,2024-06-25T04:00:00Z,Y,2007,SRID=2272;POINT(2683526.37018681 257205.593245094),3735 PALISADES DR,12.80765263256463
1,3,1354,1306,40000,2024-07-11T04:00:00Z,Y,1925,SRID=2272;POINT(2696042.92962304 261826.352538011),4532 N 16TH ST,10.596634733096073
1,3,1200,1088,190000,2024-07-10T04:00:00Z,Y,1955,SRID=2272;POINT(2730949.52609333 267348.89489924),4628 DECATUR ST,12.154779351142624
1,3,1216,2258,252000,2024-06-24T04:00:00Z,N,1950,SRID=2272;POINT(2721411.29344158 267770.924904769),6732 REVERE ST,12.437184366493561
1,3,1073,1475,410000,2024-07-01T04:00:00Z,Y,1985,SRID=2272;POINT(2691511.59905524 241972.597880319),740 N 20TH ST,12.92391243868049
1,3,1656,1424,233000,2024-06-30T04:00:00Z,N,1950,SRID=2272;POINT(2725694.51845822 268239.558344319),3353 WELLINGTON ST,12.358793732547838
2,4,1878,1013,290000,2024-05-31T04:00:00Z,Y,1915,SRID=2272;POINT(2689003.55070222 247542.2218123),1848 N 27TH ST,12.577636201962656
1,3,2110,1200,325000,2024-07-11T04:00:00Z,N,1875,SRID=2272;POINT(2706126.71412185 244788.743422805),2519 SALMON ST,12.691580461311874
2,3,1372,692,470000,2024-03-11T04:00:00Z,Y,2006,SRID=2272;POINT(2688842.40279101 231542.367054288),2231 LEAGUE ST,13.060487973686241
2,3,1200,1223,150000,2024-07-12T04:00:00Z,N,1925,SRID=2272;POINT(2712138.62086179 257273.391072884),1651 E HUNTING PARK AVE,11.918390573078392
1,2,784,672,53000,2024-07-09T04:00:00Z,NA,1915,SRID=2272;POINT(2688646.84517814 249333.429248067),2161 N DOVER ST,10.87804719253426
2,3,1176,778,279990,2024-06-18T04:00:00Z,Y,2024,SRID=2272;POINT(2706552.7185719 249117.729760159),2211 E WILLIAM ST,12.542509167227902
2,4,2509,10730,610000,2024-07-03T04:00:00Z,Y,1962,SRID=2272;POINT(2726402.65132359 290828.506218909),1112 NORWALK RD,13.321214236149494
3,3,2886,1443,870000,2024-07-11T04:00:00Z,Y,2010,SRID=2272;POINT(2699274.76610157 242071.818674178),1115 N ORIANNA ST,13.676248490630767
1,3,1316,1055,505000,2024-07-15T04:00:00Z,Y,1925,SRID=2272;POINT(2693235.24189915 226889.577991306),1818 S 12TH ST,13.132313708257497
1,2,952,658,340000,2024-06-28T04:00:00Z,Y,1923,SRID=2272;POINT(2690403.59948876 228188.048401544),1818 FERNON ST,12.736700896592344
2,5,1765,1016,540000,2024-07-12T04:00:00Z,Y,1920,SRID=2272;POINT(2692761.62053197 242447.04955169),1730 WYLIE ST,13.199324418540456
3,3,1428,672,435000,2024-07-12T04:00:00Z,Y,2013,SRID=2272;POINT(2689611.93009943 230383.936993072),2030 MANTON ST,12.983101310070822
2,3,2200,2200,600000,2024-07-11T04:00:00Z,Y,2021,SRID=2272;POINT(2738880.65292981 281211.662070579),3716 PRESIDENT ST,13.304684934198283
1,3,1698,1680,490000,2024-06-25T04:00:00Z,N,1925,SRID=2272;POINT(2676970.17346123 234400.064311564),4952 WALTON AVE,13.102160670086809
2,3,1590,3497,475000,2024-07-12T04:00:00Z,Y,1925,SRID=2272;POINT(2686446.36474084 277618.064529168),505 E MOUNT AIRY AVE,13.071070083016778
1,2,1052,702,135000,2024-07-11T04:00:00Z,N,1910,SRID=2272;POINT(2718911.43160592 257596.48945072),5044 JAMES ST,11.813030057420567
1,3,1036,700,280000,2024-06-28T04:00:00Z,N,1920,SRID=2272;POINT(2694359.89563924 227059.938745691),934 PIERCE ST,12.542544882151386
1,2,1080,4125,245500,2024-07-01T04:00:00Z,Y,2000,SRID=2272;POINT(2720325.63030157 278696.270338897),8013 DORCAS ST,12.411052226216713
2,3,1080,3456,273000,2024-06-28T04:00:00Z,Y,1960,SRID=2272;POINT(2718873.85058406 277385.137363516),7855 ANITA DR,12.517227074167097
3,3,2496,1168,650000,2024-07-01T04:00:00Z,Y,2015,SRID=2272;POINT(2696254.19149947 227967.627775135),530 DICKINSON ST,13.38472764187182
1,3,1319,1554,115000,2024-06-29T04:00:00Z,NA,1945,SRID=2272;POINT(2715868.32064529 263777.062384741),5309 OAKLAND ST,11.652687407345388
2,4,1280,2813,275000,2024-07-11T04:00:00Z,Y,1945,SRID=2272;POINT(2721233.86420211 261997.494508155),4331 COMLY ST,12.524526376648708
1,3,1000,880,83000,2024-06-21T04:00:00Z,N,1930,SRID=2272;POINT(2715018.84674868 257846.137346188),4331 WALN ST,11.326595886778735
2,4,1802,1768,386000,2024-06-20T04:00:00Z,Y,1991,SRID=2272;POINT(2732896.46725756 269908.804237764),4309 ENFIELD AVE,12.863592648446968
1,2,728,672,215000,2024-07-09T04:00:00Z,NA,1920,SRID=2272;POINT(2691223.35979727 227126.564201521),1831 S BANCROFT ST,12.2783933071098
2,3,972,772,20000,2024-07-11T04:00:00Z,Y,1920,SRID=2272;POINT(2707014.3124904 252024.852139023),1852 E LIPPINCOTT ST,9.903487552536127
2,3,1720,2800,355000,2024-07-09T04:00:00Z,Y,1956,SRID=2272;POINT(2731127.43877524 287904.965652505),2123 PRESIDENT ST,12.779873068457553
1,2,752,668,95000,2024-07-11T04:00:00Z,N,1920,SRID=2272;POINT(2697411.95939392 224949.342108307),2122 S PHILIP ST,11.461632170582678
1,3,1120,910,150000,2024-07-06T04:00:00Z,N,1930,SRID=2272;POINT(2702500.77959666 263083.841414176),220 SULIS ST,11.918390573078392
0,0,1347,773,199900,2024-06-24T04:00:00Z,Y,1920,SRID=2272;POINT(2701660.15967157 244763.779885168),1730 BLAIR ST,12.205572520488492
2,3,1803,1040,615000,2024-07-05T04:00:00Z,Y,2016,SRID=2272;POINT(2692679.12008309 241711.330884283),1722 FOLSOM ST,13.329377546788654
1,3,1188,1812,135000,2024-06-27T04:00:00Z,N,1950,SRID=2272;POINT(2708601.1421702 266269.782863364),5316 TABOR AVE,11.813030057420567
1,2,884,2495,60500,2024-07-11T04:00:00Z,Y,1966,SRID=2272;POINT(2718613.50195684 282737.604080451),922 KENDRICK ST,11.010398644018933
1,3,1200,1043,570000,2024-07-09T04:00:00Z,Y,1935,SRID=2272;POINT(2690862.77734952 242899.857154183),876 N 21ST ST,13.253391639810733
1,3,1128,1200,60000,2024-07-11T04:00:00Z,N,1920,SRID=2272;POINT(2674937.92851218 226436.264033947),2216 S FELTON ST,11.002099841204238
2,3,1360,3200,355000,2024-06-22T04:00:00Z,Y,1920,SRID=2272;POINT(2724509.38233285 269865.458675778),3018 TEESDALE ST,12.779873068457553
1,3,896,1161,40000,2024-07-11T04:00:00Z,NA,1930,SRID=2272;POINT(2719962.74412823 259737.224115704),2063 SIMON ST,10.596634733096073
1,2,1004,630,288000,2024-07-03T04:00:00Z,Y,1925,SRID=2272;POINT(2689926.20540242 227881.703687214),1919 WATKINS ST,12.570715759118084
2,3,1350,3143,270000,2024-07-02T04:00:00Z,Y,1950,SRID=2272;POINT(2716133.81155494 276215.544860618),7356 CLARIDGE ST,12.506177237980511
2,3,1087,4198,366000,2024-07-10T04:00:00Z,Y,1960,SRID=2272;POINT(2723594.28648829 289340.039134521),9111 FERNDALE ST,12.810388612383504
1,3,1226,1272,155000,2024-07-05T04:00:00Z,N,1950,SRID=2272;POINT(2722642.754724 263609.886405828),4239 STIRLING ST,11.951180395901384
